,location,total_sqft,bath,price,bhk
3156,JP Nagar,1650.0,3.0,60.60606060606061,4
3160,Hebbal,1053.0,2.0,94.9667616334283,2
3168,Narayanapura,1308.0,2.0,76.4525993883792,2
3170,Hormavu,1351.0,2.0,74.01924500370096,1
3172,other,1200.0,4.0,83.33333333333333,4
3173,Gunjur,1140.0,2.0,87.71929824561404,2
3177,Ambedkar Nagar,1424.0,2.0,70.2247191011236,2
3181,Begur Road,1200.0,2.0,83.33333333333333,2
3187,Sompura,1020.0,2.0,98.03921568627452,2
3189,Raja Rajeshwari Nagar,648.0,1.0,154.320987654321,1
3190,Neeladri Nagar,1167.0,2.0,85.6898029134533,3
3192,Hoodi,1220.0,2.0,81.9672131147541,2
3194,Vittasandra,1259.0,2.0,79.42811755361397,2
3201,Banashankari,1170.0,2.0,85.47008547008546,2
3203,Old Airport Road,1075.0,2.0,93.02325581395348,2
3208,Mallasandra,1325.0,2.0,75.47169811320755,2
3209,Kadugodi,1314.0,2.0,76.10350076103501,2
3211,7th Phase JP Nagar,4800.0,7.0,20.833333333333332,7
3216,Hebbal,1420.0,2.0,70.4225352112676,2
3218,JP Nagar,1300.0,2.0,76.92307692307692,2
3219,Rajaji Nagar,1216.0,2.0,82.23684210526316,2
3221,Begur,1559.0,3.0,64.14368184733804,3
3222,Harlur,1290.0,2.0,77.51937984496124,2
3223,other,2400.0,6.0,41.666666666666664,6
3224,Whitefield,905.0,1.0,110.49723756906077,1
3226,Sarjapura - Attibele Road,829.0,2.0,120.62726176115802,2
3227,Koramangala,1900.0,2.0,52.63157894736842,2
3230,Channasandra,1115.0,2.0,89.68609865470852,2
3232,Ambedkar Nagar,2150.0,4.0,46.51162790697674,3
3235,Hosakerehalli,2400.0,5.0,41.666666666666664,5
3240,Subramanyapura,1313.0,2.0,76.16146230007617,2
3252,Dasanapura,1500.0,3.0,66.66666666666667,2
3254,Akshaya Nagar,1280.0,2.0,78.125,2
3258,TC Palaya,1200.0,2.0,83.33333333333333,2
3259,9th Phase JP Nagar,1127.0,2.0,88.73114463176574,2
3260,Indira Nagar,1210.0,2.0,82.64462809917356,2
3261,other,600.0,2.0,166.66666666666666,2
3267,Magadi Road,1345.0,2.0,74.34944237918215,2
3271,Pattandur Agrahara,1247.0,2.0,80.1924619085806,2
3273,Kaggalipura,950.0,2.0,105.26315789473684,2
3277,Marathahalli,1215.0,2.0,82.3045267489712,2
3278,other,900.0,1.0,111.11111111111111,1
3282,Laggere,2800.0,5.0,35.714285714285715,5
3287,Bommasandra,920.0,2.0,108.69565217391305,2
3291,Cooke Town,2043.0,6.0,48.94762604013705,5
3292,HSR Layout,1140.0,2.0,87.71929824561404,2
3294,Haralur Road,1464.0,2.0,68.30601092896175,2
3299,Kadubeesanahalli,970.0,2.0,103.09278350515464,2
3302,Konanakunte,2779.0,3.0,35.98416696653472,3
3308,Indira Nagar,1224.0,2.0,81.69934640522875,2
3309,Banashankari Stage III,1350.0,2.0,74.07407407407408,3
3310,Green Glen Layout,940.0,2.0,106.38297872340425,2
3311,Raja Rajeshwari Nagar,1100.0,2.0,90.9090909090909,2
3312,Kaikondrahalli,1300.0,2.0,76.92307692307692,2
3314,Hoodi,1105.0,2.0,90.49773755656109,2
3317,Horamavu Banaswadi,3800.0,8.0,26.31578947368421,6
3321,Marathahalli,1365.0,2.0,73.26007326007326,2
3323,CV Raman Nagar,1392.0,2.0,71.83908045977012,2
3324,Kodigehalli,1086.0,2.0,92.08103130755065,2
3326,Hennur,1100.0,2.0,90.9090909090909,2
3327,Electronic City Phase II,1065.0,2.0,93.89671361502347,2
3333,Nagarbhavi,1223.0,2.0,81.76614881439085,2
3335,Basaveshwara Nagar,1200.0,2.0,83.33333333333333,2
3336,Binny Pete,665.0,1.0,150.37593984962405,1
3337,Bharathi Nagar,1351.0,2.0,74.01924500370096,2
3339,Sector 7 HSR Layout,3900.0,3.0,25.641025641025642,3
3341,Amruthahalli,900.0,2.0,111.11111111111111,2
3348,Hoodi,1247.0,2.0,80.1924619085806,2
3351,other,1033.0,2.0,96.8054211035818,3
3353,Garudachar Palya,1150.0,2.0,86.95652173913044,2
3355,Babusapalaya,1141.0,2.0,87.64241893076249,2
3357,Doddaballapur,4200.0,4.0,23.80952380952381,4
3359,Kanakapura,1295.0,2.0,77.22007722007721,2
3360,Haralur Road,1230.0,2.0,81.30081300813008,2
3361,other,1080.0,2.0,92.5925925925926,3
3362,Kaggalipura,1000.0,2.0,100.0,2
3365,Rayasandra,1708.0,3.0,58.5480093676815,3
3368,Hosa Road,615.0,1.0,162.60162601626016,1
3371,Jalahalli,1083.0,2.0,92.33610341643583,2
3373,Babusapalaya,1084.0,2.0,92.25092250922509,2
3374,Bommasandra,1035.0,2.0,96.61835748792271,2
3376,Hosur Road,460.0,1.0,217.3913043478261,1
3384,AECS Layout,1199.0,2.0,83.40283569641367,2
3385,Iblur Village,2300.0,3.0,43.47826086956522,3
3390,Anandapura,1200.0,2.0,83.33333333333333,2
3391,Subramanyapura,1050.0,2.0,95.23809523809524,2
3392,Nagarbhavi,956.0,2.0,104.60251046025104,2
3393,Sarjapur,1000.0,2.0,100.0,2
3399,Electronic City Phase II,1219.0,2.0,82.03445447087776,2
3401,Bannerghatta Road,1218.0,2.0,82.10180623973727,2
3404,2nd Phase Judicial Layout,525.0,1.0,190.47619047619048,1
3407,Ramagondanahalli,920.0,2.0,108.69565217391305,2
3408,Dommasandra,2700.0,3.0,37.03703703703704,4
3411,Lingadheeranahalli,1530.0,2.0,65.359477124183,3
3417,Yelahanka,600.0,2.0,166.66666666666666,2
3419,Vijayanagar,1380.0,2.0,72.46376811594203,2
3422,Uttarahalli,1085.0,2.0,92.16589861751152,2
3424,Bhoganhalli,1451.5,4.0,68.89424733034791,4
3428,Bellandur,1286.0,2.0,77.76049766718506,2
3431,Haralur Road,1000.0,2.0,100.0,2
3433,other,1200.0,3.0,83.33333333333333,4
3434,Lakshminarayana Pura,1336.0,2.0,74.8502994011976,2
3435,Yeshwanthpur,673.0,1.0,148.5884101040119,1
3436,Anandapura,1200.0,2.0,83.33333333333333,2
3440,Indira Nagar,2480.0,4.0,40.32258064516129,6
3442,Devanahalli,2400.0,5.0,41.666666666666664,5
3443,Sector 2 HSR Layout,1143.0,2.0,87.48906386701663,2
3445,other,1584.0,3.0,63.13131313131313,4
3451,Sanjay nagar,3300.0,3.0,30.303030303030305,5
3452,Chikkalasandra,1230.0,2.0,81.30081300813008,2
3453,Yelahanka New Town,650.0,1.0,153.84615384615384,1
3454,Benson Town,1480.0,2.0,67.56756756756756,2
3461,Ramamurthy Nagar,1100.0,2.0,90.9090909090909,2
3462,Kathriguppe,1350.0,2.0,74.07407407407408,3
3464,Budigere,664.0,1.0,150.6024096385542,1
3465,Sonnenahalli,1011.0,2.0,98.91196834817013,2
3466,other,2400.0,6.0,41.666666666666664,6
3473,Pattandur Agrahara,875.0,2.0,114.28571428571429,2
3474,Hennur,1231.0,2.0,81.23476848090984,2
3475,Somasundara Palya,1174.0,2.0,85.17887563884156,2
3479,Shivaji Nagar,850.0,2.0,117.6470588235294,2
3483,other,2100.0,6.0,47.61904761904762,6
3484,Kodihalli,2408.0,4.0,41.52823920265781,3
3489,Mahalakshmi Layout,1575.0,5.0,63.492063492063494,4
3491,Uttarahalli,1175.0,2.0,85.1063829787234,2
3492,Channasandra,1030.0,2.0,97.0873786407767,2
3493,Hebbal,1440.0,2.0,69.44444444444444,2
3494,Hoodi,1500.0,2.0,66.66666666666667,2
3495,Thanisandra,1380.0,1.0,72.46376811594203,1
3497,other,705.0,1.0,141.84397163120568,1
3502,R.T. Nagar,1200.0,2.0,83.33333333333333,2
3503,Sarjapur  Road,685.0,1.0,145.98540145985402,1
3507,Kodichikkanahalli,1125.0,2.0,88.88888888888889,2
3508,Hebbal,1100.0,2.0,90.9090909090909,2
3513,other,1260.0,1.0,79.36507936507937,1
3515,HSR Layout,1185.0,2.0,84.38818565400844,2
3517,Hennur,1255.0,2.0,79.6812749003984,2
3526,Chikka Tirupathi,1616.0,3.0,61.881188118811885,3
3528,other,1270.0,2.0,78.74015748031496,4
3529,Raja Rajeshwari Nagar,1140.0,2.0,87.71929824561404,2
3530,Kanakpura Road,525.0,1.0,190.47619047619048,1
3532,other,700.0,1.0,142.85714285714286,1
3539,Kundalahalli,2400.0,1.0,41.666666666666664,1
3540,Thanisandra,923.0,1.0,108.34236186348862,1
3542,Green Glen Layout,1050.0,2.0,95.23809523809524,2
3548,Indira Nagar,500.0,1.0,200.0,1
3562,other,1200.0,4.0,83.33333333333333,4
3564,Hormavu,1141.0,2.0,87.64241893076249,2
3565,Anandapura,1151.0,2.0,86.88097306689835,2
3569,Bannerghatta Road,1115.0,2.0,89.68609865470852,2
3571,Kaggadasapura,1200.0,2.0,83.33333333333333,2
3572,Singasandra,1300.0,2.0,76.92307692307692,2
3573,Bellandur,1457.0,2.0,68.63417982155113,2
3574,Kannamangala,1262.0,2.0,79.23930269413628,2
3576,Ananth Nagar,900.0,2.0,111.11111111111111,2
3577,Attibele,420.0,1.0,238.0952380952381,1
3578,Kanakapura,1160.0,2.0,86.20689655172414,2
3579,Kasavanhalli,1115.0,2.0,89.68609865470852,2
3581,Babusapalaya,1500.0,2.0,66.66666666666667,2
3582,HSR Layout,1127.0,2.0,88.73114463176574,2
3585,Sompura,1090.0,2.0,91.74311926605505,2
3587,Jakkur,1230.0,2.0,81.30081300813008,2
3595,Tindlu,1350.0,2.0,74.07407407407408,2
3596,Channasandra,4200.0,6.0,23.80952380952381,6
3601,Sarjapur,1157.0,2.0,86.4304235090752,2
3602,Kasavanhalli,1125.0,2.0,88.88888888888889,2
3603,Sonnenahalli,1157.0,2.0,86.4304235090752,2
3605,Binny Pete,660.0,1.0,151.5151515151515,1
3607,Rajiv Nagar,2340.0,4.0,42.73504273504273,4
3608,other,596.0,1.0,167.78523489932886,1
3609,other,10000.0,16.0,10.0,16
3610,other,1200.0,4.0,83.33333333333333,4
3612,Brookefield,1139.0,2.0,87.7963125548727,2
3614,Sarjapura - Attibele Road,1033.0,2.0,96.8054211035818,2
3627,other,620.0,1.0,161.29032258064515,2
3628,Hormavu,1130.0,2.0,88.49557522123894,2
3629,Yelachenahalli,1080.0,2.0,92.5925925925926,2
3643,other,650.0,1.0,153.84615384615384,1
3647,other,1350.0,4.0,74.07407407407408,4
3648,Electronic City Phase II,1000.0,2.0,100.0,2
3651,Nagarbhavi,900.0,1.0,111.11111111111111,1
3653,Sarakki Nagar,2145.0,4.0,46.62004662004662,3
3655,Kaggadasapura,1118.0,2.0,89.44543828264759,2
3656,other,910.0,1.0,109.89010989010988,1
3658,Hosakerehalli,1304.0,2.0,76.68711656441718,2
3661,CV Raman Nagar,1070.0,2.0,93.45794392523365,2
3663,Hoodi,1132.0,2.0,88.33922261484099,2
3665,Hebbal,2400.0,5.0,41.666666666666664,7
3666,Sector 2 HSR Layout,794.0,1.0,125.94458438287154,1
3667,Raja Rajeshwari Nagar,1090.0,2.0,91.74311926605505,2
3670,Kanakpura Road,525.0,1.0,190.47619047619048,1
3671,Bhoganhalli,1447.0,2.0,69.1085003455425,2
3675,Talaghattapura,1150.0,2.0,86.95652173913044,2
3676,Marathahalli,1208.0,2.0,82.78145695364239,2
3677,Ramamurthy Nagar,1185.0,2.0,84.38818565400844,2
3678,Laggere,1200.0,3.0,83.33333333333333,3
3681,other,532.0,1.0,187.9699248120301,1
3682,other,1060.0,3.0,94.33962264150944,3
3683,Electronic City,700.0,1.0,142.85714285714286,1
3686,Uttarahalli,1175.0,2.0,85.1063829787234,2
3687,Binny Pete,1365.0,2.0,73.26007326007326,2
3688,Doddathoguru,984.0,2.0,101.6260162601626,2
3691,Haralur Road,1300.0,2.0,76.92307692307692,2
3696,Akshaya Nagar,1410.0,4.0,70.92198581560284,4
3698,Murugeshpalya,1845.0,3.0,54.200542005420054,3
3700,Uttarahalli,1137.0,2.0,87.95074758135443,2
3703,Judicial Layout,1700.0,3.0,58.8235294117647,3
3710,Doddathoguru,550.0,1.0,181.8181818181818,1
3712,Somasundara Palya,1033.0,2.0,96.8054211035818,2
3716,Kasturi Nagar,1650.0,5.0,60.60606060606061,5
3717,Kambipura,883.0,2.0,113.25028312570781,2
3723,Hebbal Kempapura,1150.0,2.0,86.95652173913044,2
3726,Marsur,1200.0,3.0,83.33333333333333,3
3728,Kaikondrahalli,1700.0,4.0,58.8235294117647,4
3729,Lingadheeranahalli,1682.0,3.0,59.45303210463734,3
3731,Hennur Road,901.0,2.0,110.98779134295228,2
3734,Konanakunte,1200.0,4.0,83.33333333333333,4
3739,Horamavu Banaswadi,1357.0,2.0,73.69196757553426,2
3741,Yelahanka New Town,350.0,1.0,285.7142857142857,1
3744,Sarjapur  Road,835.0,1.0,119.76047904191617,1
3747,Kanakapura,1277.0,2.0,78.30853563038372,2
3748,Lingadheeranahalli,1521.0,3.0,65.74621959237344,3
3750,Vasanthapura,995.0,2.0,100.50251256281408,2
3752,Marathahalli,1325.0,1.0,75.47169811320755,2
3753,Kothanur,4000.0,6.0,25.0,6
3756,Electronics City Phase 1,650.0,1.0,153.84615384615384,1
3759,Electronic City Phase II,769.0,2.0,130.03901170351105,2
3763,Bommasandra,902.0,2.0,110.86474501108647,2
3767,Haralur Road,1088.0,2.0,91.91176470588235,2
3769,other,2150.0,6.0,46.51162790697674,6
3771,Margondanahalli,1000.0,2.0,100.0,2
3774,Horamavu Agara,1106.0,2.0,90.41591320072332,2
3777,Thanisandra,923.0,1.0,108.34236186348862,1
3779,Lakshminarayana Pura,1175.0,2.0,85.1063829787234,2
3780,Thubarahalli,975.0,2.0,102.56410256410257,2
3788,Pai Layout,1100.0,2.0,90.9090909090909,2
3789,Ramamurthy Nagar,1170.0,2.0,85.47008547008546,2
3792,Hebbal,1420.0,2.0,70.4225352112676,2
3793,other,1200.0,4.0,83.33333333333333,4
3798,Hoodi,1055.0,2.0,94.7867298578199,2
3799,Iblur Village,1918.0,3.0,52.13764337851929,3
3806,Rajaji Nagar,1718.0,3.0,58.20721769499418,2
3808,Hebbal,1320.0,2.0,75.75757575757575,2
3811,Kalyan nagar,3800.0,5.0,26.31578947368421,4
3816,Lakshminarayana Pura,1190.0,2.0,84.03361344537815,2
3819,Kumaraswami Layout,1000.0,2.0,100.0,2
3821,KR Puram,1100.0,2.0,90.9090909090909,2
3825,Kudlu,1027.0,2.0,97.37098344693281,2
3830,Kudlu Gate,703.0,1.0,142.2475106685633,1
3832,Bellandur,1195.0,2.0,83.68200836820084,2
3833,Narayanapura,1302.0,2.0,76.80491551459293,2
3840,Old Airport Road,1150.0,2.0,86.95652173913044,2
3845,Banashankari,1330.0,2.0,75.18796992481202,2
3854,Hebbal,919.0,2.0,108.8139281828074,2
3856,Gunjur,1195.0,2.0,83.68200836820084,2
3857,Domlur,2400.0,4.0,41.666666666666664,6
3858,Yelenahalli,1159.0,2.0,86.28127696289906,2
3860,Harlur,1197.0,2.0,83.5421888053467,2
3861,Old Airport Road,2690.0,4.0,37.174721189591075,4
3872,Doddathoguru,1015.0,2.0,98.52216748768473,2
3874,Kathriguppe,1350.0,2.0,74.07407407407408,3
3876,Kothanur,1185.0,2.0,84.38818565400844,2
3877,Domlur,1720.0,3.0,58.13953488372093,3
3879,Tindlu,1500.0,3.0,66.66666666666667,3
3882,other,1500.0,4.0,66.66666666666667,4
3883,KR Puram,1290.0,2.0,77.51937984496124,2
3892,Kaval Byrasandra,1100.0,2.0,90.9090909090909,2
3897,Anandapura,1141.0,2.0,87.64241893076249,2
3898,AECS Layout,1080.0,2.0,92.5925925925926,2
3899,HBR Layout,1200.0,2.0,83.33333333333333,2
3900,Varthur,1111.0,2.0,90.00900090009002,2
3901,NGR Layout,1022.0,2.0,97.84735812133073,2
3902,Bannerghatta Road,1275.0,2.0,78.43137254901961,2
3904,Rachenahalli,1224.0,2.0,81.69934640522875,2
3905,Battarahalli,1135.0,2.0,88.10572687224669,2
3906,Rachenahalli,1050.0,2.0,95.23809523809524,2
3908,Nagavarapalya,1392.0,2.0,71.83908045977012,2
3909,Bellandur,1050.0,2.0,95.23809523809524,2
3912,Bannerghatta Road,892.0,2.0,112.10762331838565,2
3917,other,1200.0,6.0,83.33333333333333,4
3918,Indira Nagar,1400.0,2.0,71.42857142857143,2
3922,Horamavu Agara,1079.0,2.0,92.67840593141798,2
3923,Begur Road,1170.0,2.0,85.47008547008546,2
3924,Doddathoguru,1104.0,2.0,90.57971014492753,2
3930,Benson Town,1750.0,3.0,57.142857142857146,3
3931,Ramagondanahalli,1215.0,2.0,82.3045267489712,2
3937,Hulimavu,1225.0,2.0,81.63265306122449,2
3939,Thigalarapalya,1418.0,2.0,70.52186177715092,2
3940,Kasturi Nagar,1896.0,3.0,52.742616033755276,4
3941,Sonnenahalli,605.0,1.0,165.28925619834712,1
3943,Electronic City Phase II,900.0,2.0,111.11111111111111,2
3944,other,750.0,2.0,133.33333333333334,1
3946,Ananth Nagar,908.0,2.0,110.13215859030836,2
3949,BEML Layout,2400.0,4.0,41.666666666666664,5
3950,Iblur Village,1400.0,2.0,71.42857142857143,2
3951,Kudlu,1092.0,2.0,91.57509157509158,2
3952,Hulimavu,1255.0,2.0,79.6812749003984,2
3955,Horamavu Banaswadi,925.0,2.0,108.10810810810811,2
3956,Raja Rajeshwari Nagar,1023.0,2.0,97.75171065493646,2
3957,other,600.0,3.0,166.66666666666666,2
3962,Hosakerehalli,1925.0,2.0,51.94805194805195,2
3963,Kogilu,1190.0,2.0,84.03361344537815,2
3965,6th Phase JP Nagar,1140.0,2.0,87.71929824561404,2
3966,Green Glen Layout,1725.0,3.0,57.971014492753625,3
3969,Sanjay nagar,965.0,1.0,103.62694300518135,1
3976,other,1500.0,1.0,66.66666666666667,1
3988,Pai Layout,1255.0,2.0,79.6812749003984,2
3990,Somasundara Palya,1329.0,2.0,75.24454477050413,2
3992,Murugeshpalya,2135.0,3.0,46.8384074941452,3
3994,other,813.0,1.0,123.00123001230013,1
3996,Doddaballapur,3876.0,3.0,25.799793601651185,3
3997,Kalena Agrahara,800.0,2.0,125.0,2
4006,NGR Layout,1020.0,2.0,98.03921568627452,2
4008,Varthur,1097.0,2.0,91.15770282588879,2
4009,Raja Rajeshwari Nagar,1070.0,2.0,93.45794392523365,2
4010,Kumaraswami Layout,1000.0,2.0,100.0,2
4015,Jigani,937.0,2.0,106.72358591248666,2
4016,Green Glen Layout,1075.0,2.0,93.02325581395348,2
4017,Panathur,1000.0,2.0,100.0,2
4022,Babusapalaya,1050.0,2.0,95.23809523809524,2
4023,Marathahalli,1350.0,2.0,74.07407407407408,2
4024,Mallasandra,1325.0,2.0,75.47169811320755,2
4027,other,735.0,1.0,136.05442176870747,1
4028,other,500.0,1.0,200.0,1
4032,7th Phase JP Nagar,1212.0,3.0,82.50825082508251,2
4036,Billekahalli,1140.0,2.0,87.71929824561404,2
4039,Doddaballapur,2776.0,4.0,36.023054755043226,3
4042,Uttarahalli,1325.0,2.0,75.47169811320755,2
4046,Bannerghatta Road,1260.0,2.0,79.36507936507937,2
4047,Vittasandra,1934.0,2.0,51.70630816959669,2
4048,Malleshpalya,1060.0,2.0,94.33962264150944,2
4050,Murugeshpalya,1185.0,2.0,84.38818565400844,2
4054,EPIP Zone,1280.0,2.0,78.125,2
4056,Hulimavu,1175.0,2.0,85.1063829787234,2
4060,Ulsoor,2000.0,3.0,50.0,3
4063,Hosur Road,1180.0,2.0,84.7457627118644,2
4064,Jakkur,1050.0,2.0,95.23809523809524,2
4069,Subramanyapura,929.0,2.0,107.64262648008611,2
4071,Green Glen Layout,1485.0,3.0,67.34006734006734,3
4073,TC Palaya,2400.0,6.0,41.666666666666664,6
4076,Sector 7 HSR Layout,1163.0,2.0,85.98452278589853,2
4079,Chandapura,520.0,1.0,192.30769230769232,1
4081,Prithvi Layout,1352.0,2.0,73.96449704142012,2
4087,Marathahalli,957.0,2.0,104.4932079414838,2
4090,Neeladri Nagar,1060.0,2.0,94.33962264150944,2
4092,Ramamurthy Nagar,1150.0,2.0,86.95652173913044,2
4096,Kanakapura,1151.0,2.0,86.88097306689835,2
4098,Garudachar Palya,1150.0,2.0,86.95652173913044,2
4101,Babusapalaya,1141.0,2.0,87.64241893076249,2
4102,7th Phase JP Nagar,1175.0,2.0,85.1063829787234,2
4103,Banashankari Stage V,1355.0,2.0,73.80073800738008,3
4104,Dasarahalli,1150.0,2.0,86.95652173913044,2
4114,Rajaji Nagar,1200.0,2.0,83.33333333333333,2
4115,Rayasandra,1016.0,2.0,98.4251968503937,2
4116,Dodda Nekkundi,1100.0,2.0,90.9090909090909,2
4120,Hennur,1040.0,2.0,96.15384615384616,2
4124,Rajaji Nagar,1160.0,1.0,86.20689655172414,2
4126,other,2100.0,7.0,47.61904761904762,7
4129,HRBR Layout,1210.0,2.0,82.64462809917356,2
4131,Rachenahalli,1050.0,2.0,95.23809523809524,2
4132,Hebbal,1251.0,2.0,79.93605115907275,2
4141,Kumaraswami Layout,1000.0,2.0,100.0,2
4143,Sahakara Nagar,960.0,2.0,104.16666666666667,2
4145,Benson Town,2270.0,3.0,44.052863436123346,3
4146,NRI Layout,650.0,2.0,153.84615384615384,2
4147,Lakshminarayana Pura,1200.0,2.0,83.33333333333333,2
4150,Bannerghatta Road,1157.0,2.0,86.4304235090752,2
4152,Banashankari Stage III,1305.0,2.0,76.62835249042146,3
4154,Jakkur,1290.0,2.0,77.51937984496124,2
4155,Hoskote,1170.0,2.0,85.47008547008546,2
4157,Yelachenahalli,1400.0,2.0,71.42857142857143,2
4158,Lakshminarayana Pura,1200.0,2.0,83.33333333333333,2
4163,Hoodi,1112.0,2.0,89.92805755395683,2
4164,Somasundara Palya,1178.0,2.0,84.88964346349745,2
4165,Badavala Nagar,1274.0,2.0,78.49293563579278,2
4166,Doddathoguru,915.0,2.0,109.2896174863388,2
4168,Hosur Road,760.0,1.0,131.57894736842104,1
4172,other,1200.0,4.0,83.33333333333333,4
4173,other,1200.0,4.0,83.33333333333333,4
4176,Yelenahalli,1056.0,2.0,94.6969696969697,2
4177,Raja Rajeshwari Nagar,4800.0,8.0,20.833333333333332,8
4181,Uttarahalli,850.0,2.0,117.6470588235294,2
4182,Green Glen Layout,1715.0,3.0,58.309037900874635,3
4185,8th Phase JP Nagar,1080.0,2.0,92.5925925925926,2
4186,Kasavanhalli,1200.0,2.0,83.33333333333333,2
4189,Whitefield,1500.0,4.0,66.66666666666667,4
4191,Marathahalli,1230.0,2.0,81.30081300813008,2
4196,Banashankari,1020.0,2.0,98.03921568627452,2
4197,Nagarbhavi,1200.0,2.0,83.33333333333333,2
4199,other,1600.0,3.0,62.5,4
4200,Kanakapura,1110.0,2.0,90.09009009009009,2
4202,other,620.0,2.0,161.29032258064515,2
4204,Hosa Road,1133.0,2.0,88.261253309797,2
4205,Hennur Road,1182.0,2.0,84.60236886632826,2
4208,Marathahalli,1200.0,2.0,83.33333333333333,2
4209,Raja Rajeshwari Nagar,1128.0,2.0,88.65248226950355,2
4212,Amruthahalli,1100.0,2.0,90.9090909090909,2
4213,Kengeri Satellite Town,635.0,1.0,157.48031496062993,2
4217,Old Madras Road,1171.0,2.0,85.39709649871904,2
4219,8th Phase JP Nagar,1059.0,2.0,94.42870632672333,2
4228,Cooke Town,2388.0,4.0,41.87604690117253,3
4229,Hosa Road,1369.1,2.0,73.04068366079908,2
4231,Bannerghatta Road,1150.0,2.0,86.95652173913044,2
4237,Electronic City Phase II,993.0,2.0,100.70493454179255,3
4238,Laggere,1260.0,4.0,79.36507936507937,4
4245,Panathur,1109.0,2.0,90.17132551848512,2
4251,Marathahalli,607.0,1.0,164.74464579901152,1
4252,Kammasandra,930.0,2.0,107.52688172043011,2
4259,EPIP Zone,1125.0,2.0,88.88888888888889,2
4263,HAL 2nd Stage,1490.0,2.0,67.11409395973155,3
4269,Mahadevpura,3295.0,4.0,30.349013657056144,5
4272,Poorna Pragna Layout,965.0,2.0,103.62694300518135,2
4273,Gottigere,812.0,1.0,123.15270935960591,1
4274,KR Puram,1100.0,2.0,90.9090909090909,2
4276,HSR Layout,1145.0,2.0,87.33624454148472,2
4277,Haralur Road,1027.0,2.0,97.37098344693281,2
4279,Hegde Nagar,1200.0,2.0,83.33333333333333,2
4280,Kenchenahalli,1015.0,2.0,98.52216748768473,2
4285,JP Nagar,1300.0,2.0,76.92307692307692,2
4286,Hebbal Kempapura,1300.0,2.0,76.92307692307692,2
4288,Bhoganhalli,1053.4,3.0,94.93070058857033,3
4290,Hormavu,1153.0,2.0,86.73026886383347,2
4292,Hulimavu,1255.0,2.0,79.6812749003984,2
4296,Kathriguppe,1365.0,2.0,73.26007326007326,3
4299,Magadi Road,440.0,1.0,227.27272727272728,1
4300,Subramanyapura,975.0,2.0,102.56410256410257,2
4304,Channasandra,1115.0,2.0,89.68609865470852,2
4306,Parappana Agrahara,1194.0,2.0,83.75209380234506,2
4310,Rajaji Nagar,1222.0,2.0,81.83306055646482,2
4311,Raja Rajeshwari Nagar,1267.0,2.0,78.92659826361484,2
4312,Balagere,656.0,1.0,152.4390243902439,1
4320,Raja Rajeshwari Nagar,550.0,1.0,181.8181818181818,1
4321,Pattandur Agrahara,900.0,2.0,111.11111111111111,2
4324,Amruthahalli,1200.0,2.0,83.33333333333333,2
4326,Gottigere,990.0,2.0,101.01010101010101,2
4328,Bannerghatta Road,1100.0,2.0,90.9090909090909,2
4332,Budigere,1444.0,2.0,69.25207756232687,2
4340,Dasarahalli,2400.0,3.0,41.666666666666664,7
4343,other,2100.0,6.0,47.61904761904762,6
4350,Hennur Road,1036.0,2.0,96.52509652509653,2
4353,Bommanahalli,1110.0,2.0,90.09009009009009,2
4354,Kodichikkanahalli,1150.0,2.0,86.95652173913044,2
4355,Kenchenahalli,715.0,1.0,139.86013986013987,1
4356,Magadi Road,1200.0,4.0,83.33333333333333,4
4366,Marathahalli,2500.0,3.0,40.0,5
4371,Cunningham Road,3815.0,3.0,26.212319790301443,3
4374,Banashankari Stage II,1500.0,2.0,66.66666666666667,3
4376,Begur Road,1160.0,2.0,86.20689655172414,2
4377,Chandapura,620.0,1.0,161.29032258064515,1
4378,other,2400.0,9.0,41.666666666666664,8
4383,Gunjur,1190.0,2.0,84.03361344537815,2
4384,Harlur,1174.0,2.0,85.17887563884156,2
4385,Seegehalli,1155.0,2.0,86.58008658008659,2
4388,Kereguddadahalli,1000.0,2.0,100.0,2
4389,Jigani,923.0,2.0,108.34236186348862,2
4391,Battarahalli,1276.0,2.0,78.36990595611286,2
4394,other,833.0,1.0,120.04801920768307,1
4396,other,1750.0,5.0,57.142857142857146,5
4397,Ramamurthy Nagar,1200.0,2.0,83.33333333333333,2
4398,Yeshwanthpur,669.0,1.0,149.47683109118086,1
4402,NGR Layout,1020.0,2.0,98.03921568627452,2
4406,Kodichikkanahalli,1070.0,2.0,93.45794392523365,2
4410,Varthur,1140.0,2.0,87.71929824561404,2
4416,Haralur Road,1225.0,2.0,81.63265306122449,2
4417,Marathahalli,1075.0,2.0,93.02325581395348,2
4418,Panathur,1000.0,2.0,100.0,2
4423,AECS Layout,1045.0,2.0,95.69377990430623,2
4426,Brookefield,1125.0,2.0,88.88888888888889,2
4436,Dasanapura,708.0,1.0,141.24293785310735,1
4438,Hoodi,1400.0,2.0,71.42857142857143,2
4439,Bellandur,1310.0,2.0,76.33587786259542,2
4440,BTM Layout,3300.0,6.0,30.303030303030305,6
4445,Haralur Road,1194.0,2.0,83.75209380234506,2
4447,8th Phase JP Nagar,1080.0,2.0,92.5925925925926,2
4452,Badavala Nagar,1842.0,3.0,54.28881650380022,3
4453,Sector 2 HSR Layout,1146.0,2.0,87.26003490401396,2
4454,Rachenahalli,440.0,1.0,227.27272727272728,1
